"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	349	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	377	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	394	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	385	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	391	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	411	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jan., 2020"	"2020/01"	5342	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Feb., 2020"	"2020/02"	4973	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Mar., 2020"	"2020/03"	5446	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Apr., 2020"	"2020/04"	5420	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"May, 2020"	"2020/05"	5330	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jun., 2020"	"2020/06"	5882	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jul., 2020"	"2020/07"	7528	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Aug., 2020"	"2020/08"	6029	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Sep., 2020"	"2020/09"	4856	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Oct., 2020"	"2020/10"	5052	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Nov., 2020"	"2020/11"	5619	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Dec., 2020"	"2020/12"	8643	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jan., 2021"	"2021/01"	9600	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Feb., 2021"	"2021/02"	6182	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Mar., 2021"	"2021/03"	5615	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Apr., 2021"	"2021/04"	4963	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"May, 2021"	"2021/05"	5142	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jun., 2021"	"2021/06"	5107	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jul., 2021"	"2021/07"	5131	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Aug., 2021"	"2021/08"	5984	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Sep., 2021"	"2021/09"	6159	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Oct., 2021"	"2021/10"	6233	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Nov., 2021"	"2021/11"	6804	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Dec., 2021"	"2021/12"	7728	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jan., 2022"	"2022/01"	7860	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Feb., 2022"	"2022/02"	6339	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Mar., 2022"	"2022/03"	5761	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Apr., 2022"	"2022/04"	5101	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"May, 2022"	"2022/05"	5268	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jun., 2022"	"2022/06"	5036	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jul., 2022"	"2022/07"	5443	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Aug., 2022"	"2022/08"	5116	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Sep., 2022"	"2022/09"	4931	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Oct., 2022"	"2022/10"	5120	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Nov., 2022"	"2022/11"	5672	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Dec., 2022"	"2022/12"	6353	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	5977	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	5245	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	5627	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	5503	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	5170	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	4875	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	5273	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	5033	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	4720	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	5156	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	5128	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	5819	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2703	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2611	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2639	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2460	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"May, 2020"	"2020/05"	2510	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2641	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jul., 2020"	"2020/07"	2841	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Aug., 2020"	"2020/08"	3064	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Sep., 2020"	"2020/09"	2956	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Oct., 2020"	"2020/10"	3215	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3494	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Dec., 2020"	"2020/12"	3881	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jan., 2021"	"2021/01"	3951	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Feb., 2021"	"2021/02"	2985	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Mar., 2021"	"2021/03"	2781	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Apr., 2021"	"2021/04"	2530	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"May, 2021"	"2021/05"	2686	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jun., 2021"	"2021/06"	2608	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jul., 2021"	"2021/07"	3014	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Aug., 2021"	"2021/08"	3595	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3248	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Oct., 2021"	"2021/10"	3129	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Nov., 2021"	"2021/11"	2924	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Dec., 2021"	"2021/12"	3243	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jan., 2022"	"2022/01"	3718	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Feb., 2022"	"2022/02"	3312	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Mar., 2022"	"2022/03"	2934	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Apr., 2022"	"2022/04"	2574	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"May, 2022"	"2022/05"	2647	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jun., 2022"	"2022/06"	2651	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jul., 2022"	"2022/07"	2687	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Aug., 2022"	"2022/08"	2680	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Sep., 2022"	"2022/09"	2699	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Oct., 2022"	"2022/10"	2839	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Nov., 2022"	"2022/11"	2828	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Dec., 2022"	"2022/12"	3201	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	3098	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	2621	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	2834	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	2623	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	2621	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	2515	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	2626	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	2624	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	2682	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	2776	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	2636	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	3000	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jan., 2020"	"2020/01"	23908	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Feb., 2020"	"2020/02"	22095	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Mar., 2020"	"2020/03"	23281	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Apr., 2020"	"2020/04"	23779	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"May, 2020"	"2020/05"	22970	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jun., 2020"	"2020/06"	21921	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jul., 2020"	"2020/07"	24967	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Aug., 2020"	"2020/08"	25073	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Sep., 2020"	"2020/09"	22350	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Oct., 2020"	"2020/10"	22356	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Nov., 2020"	"2020/11"	24351	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Dec., 2020"	"2020/12"	38388	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jan., 2021"	"2021/01"	44989	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Feb., 2021"	"2021/02"	27826	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Mar., 2021"	"2021/03"	24488	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Apr., 2021"	"2021/04"	21179	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"May, 2021"	"2021/05"	21332	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jun., 2021"	"2021/06"	20452	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jul., 2021"	"2021/07"	21411	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Aug., 2021"	"2021/08"	24387	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Sep., 2021"	"2021/09"	24622	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Oct., 2021"	"2021/10"	24721	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Nov., 2021"	"2021/11"	23522	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Dec., 2021"	"2021/12"	26377	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jan., 2022"	"2022/01"	32322	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Feb., 2022"	"2022/02"	26342	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Mar., 2022"	"2022/03"	23408	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Apr., 2022"	"2022/04"	21217	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"May, 2022"	"2022/05"	21969	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jun., 2022"	"2022/06"	21696	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jul., 2022"	"2022/07"	22973	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Aug., 2022"	"2022/08"	22738	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Sep., 2022"	"2022/09"	22036	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Oct., 2022"	"2022/10"	21877	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Nov., 2022"	"2022/11"	23799	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Dec., 2022"	"2022/12"	27706	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	25858	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	22735	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	24404	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	22327	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	21779	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	20866	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	21231	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	21393	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	20903	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	21966	Not Applicable	Not Applicable
