"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	370	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	432	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	428	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	422	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	465	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	499	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	507	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	472	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	365	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	417	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	412	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"May, 2021"	"2021/05"	431	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jun., 2021"	"2021/06"	414	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jul., 2021"	"2021/07"	466	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Aug., 2021"	"2021/08"	592	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Sep., 2021"	"2021/09"	642	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Oct., 2021"	"2021/10"	714	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Nov., 2021"	"2021/11"	590	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Dec., 2021"	"2021/12"	548	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Jan., 2022"	"2022/01"	519	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Feb., 2022"	"2022/02"	432	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Mar., 2022"	"2022/03"	447	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Apr., 2022"	"2022/04"	412	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"May, 2022"	"2022/05"	428	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Jun., 2022"	"2022/06"	469	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Jul., 2022"	"2022/07"	491	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Aug., 2022"	"2022/08"	463	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Sep., 2022"	"2022/09"	444	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Oct., 2022"	"2022/10"	462	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Nov., 2022"	"2022/11"	439	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Dec., 2022"	"2022/12"	534	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	500	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	419	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	441	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	444	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	433	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	432	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	416	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	446	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	476	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	455	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	481	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	487	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jan., 2020"	"2020/01"	5800	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Feb., 2020"	"2020/02"	5421	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Mar., 2020"	"2020/03"	5902	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Apr., 2020"	"2020/04"	5848	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"May, 2020"	"2020/05"	5890	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jun., 2020"	"2020/06"	6496	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jul., 2020"	"2020/07"	8274	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Aug., 2020"	"2020/08"	6627	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Sep., 2020"	"2020/09"	5395	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Oct., 2020"	"2020/10"	5588	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Nov., 2020"	"2020/11"	6128	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Dec., 2020"	"2020/12"	9188	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jan., 2021"	"2021/01"	10264	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Feb., 2021"	"2021/02"	6686	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Mar., 2021"	"2021/03"	6136	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Apr., 2021"	"2021/04"	5501	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"May, 2021"	"2021/05"	5762	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jun., 2021"	"2021/06"	5703	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jul., 2021"	"2021/07"	5767	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Aug., 2021"	"2021/08"	6715	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Sep., 2021"	"2021/09"	6837	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Oct., 2021"	"2021/10"	6856	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Nov., 2021"	"2021/11"	7398	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Dec., 2021"	"2021/12"	8449	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jan., 2022"	"2022/01"	8502	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Feb., 2022"	"2022/02"	6837	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Mar., 2022"	"2022/03"	6288	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Apr., 2022"	"2022/04"	5621	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"May, 2022"	"2022/05"	5800	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jun., 2022"	"2022/06"	5583	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jul., 2022"	"2022/07"	6070	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Aug., 2022"	"2022/08"	5661	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Sep., 2022"	"2022/09"	5474	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Oct., 2022"	"2022/10"	5652	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Nov., 2022"	"2022/11"	6190	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Dec., 2022"	"2022/12"	6898	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	6483	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	5720	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	6189	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	6012	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	5736	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	5360	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	5908	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	5541	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	5216	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	5638	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	5600	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	6281	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2924	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2808	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2848	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2687	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"May, 2020"	"2020/05"	2765	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2905	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jul., 2020"	"2020/07"	3078	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Aug., 2020"	"2020/08"	3297	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Sep., 2020"	"2020/09"	3198	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Oct., 2020"	"2020/10"	3461	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3714	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Dec., 2020"	"2020/12"	4127	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jan., 2021"	"2021/01"	4182	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Feb., 2021"	"2021/02"	3220	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Mar., 2021"	"2021/03"	3046	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Apr., 2021"	"2021/04"	2774	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"May, 2021"	"2021/05"	2983	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jun., 2021"	"2021/06"	2875	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jul., 2021"	"2021/07"	3289	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Aug., 2021"	"2021/08"	3932	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3587	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Oct., 2021"	"2021/10"	3404	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Nov., 2021"	"2021/11"	3192	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Dec., 2021"	"2021/12"	3537	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jan., 2022"	"2022/01"	3991	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Feb., 2022"	"2022/02"	3543	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Mar., 2022"	"2022/03"	3174	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Apr., 2022"	"2022/04"	2783	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"May, 2022"	"2022/05"	2918	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jun., 2022"	"2022/06"	2859	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jul., 2022"	"2022/07"	2927	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Aug., 2022"	"2022/08"	2933	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Sep., 2022"	"2022/09"	2915	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Oct., 2022"	"2022/10"	3080	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Nov., 2022"	"2022/11"	3053	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Dec., 2022"	"2022/12"	3425	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	3320	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	2838	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	3050	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	2846	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	2871	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	2731	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	2869	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	2855	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	2890	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	3007	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	2829	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	3207	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jan., 2020"	"2020/01"	25657	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Feb., 2020"	"2020/02"	23741	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Mar., 2020"	"2020/03"	25021	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Apr., 2020"	"2020/04"	25543	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"May, 2020"	"2020/05"	24872	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jun., 2020"	"2020/06"	23899	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jul., 2020"	"2020/07"	27269	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Aug., 2020"	"2020/08"	27413	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Sep., 2020"	"2020/09"	24387	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Oct., 2020"	"2020/10"	24415	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Nov., 2020"	"2020/11"	26419	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Dec., 2020"	"2020/12"	40917	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jan., 2021"	"2021/01"	47939	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Feb., 2021"	"2021/02"	29922	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Mar., 2021"	"2021/03"	26664	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Apr., 2021"	"2021/04"	23173	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"May, 2021"	"2021/05"	23392	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jun., 2021"	"2021/06"	22644	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jul., 2021"	"2021/07"	23649	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Aug., 2021"	"2021/08"	26947	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Sep., 2021"	"2021/09"	27162	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Oct., 2021"	"2021/10"	27086	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Nov., 2021"	"2021/11"	25685	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Dec., 2021"	"2021/12"	28642	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jan., 2022"	"2022/01"	34683	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Feb., 2022"	"2022/02"	28386	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Mar., 2022"	"2022/03"	25358	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Apr., 2022"	"2022/04"	23131	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"May, 2022"	"2022/05"	23997	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jun., 2022"	"2022/06"	23712	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jul., 2022"	"2022/07"	25113	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Aug., 2022"	"2022/08"	24932	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Sep., 2022"	"2022/09"	24163	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Oct., 2022"	"2022/10"	23834	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Nov., 2022"	"2022/11"	25755	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Dec., 2022"	"2022/12"	29835	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	27987	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	24531	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	26416	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	24311	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	23721	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	22837	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	23308	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	23431	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	22760	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	23849	Not Applicable	Not Applicable
