"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2022"	"2022"	"Jun., 2022"	"2022/06"	448	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Jul., 2022"	"2022/07"	463	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Aug., 2022"	"2022/08"	441	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Sep., 2022"	"2022/09"	433	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Oct., 2022"	"2022/10"	449	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Nov., 2022"	"2022/11"	411	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022"	"2022"	"Dec., 2022"	"2022/12"	517	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	480	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	408	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	423	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	427	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	403	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	418	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	398	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	428	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	462	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	435	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	458	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	470	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jan., 2020"	"2020/01"	5663	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Feb., 2020"	"2020/02"	5273	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Mar., 2020"	"2020/03"	5758	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Apr., 2020"	"2020/04"	5725	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"May, 2020"	"2020/05"	5739	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jun., 2020"	"2020/06"	6346	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Jul., 2020"	"2020/07"	8102	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Aug., 2020"	"2020/08"	6494	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Sep., 2020"	"2020/09"	5251	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Oct., 2020"	"2020/10"	5427	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Nov., 2020"	"2020/11"	5987	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	"Dec., 2020"	"2020/12"	9046	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jan., 2021"	"2021/01"	10142	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Feb., 2021"	"2021/02"	6553	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Mar., 2021"	"2021/03"	5986	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Apr., 2021"	"2021/04"	5361	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"May, 2021"	"2021/05"	5606	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jun., 2021"	"2021/06"	5552	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Jul., 2021"	"2021/07"	5602	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Aug., 2021"	"2021/08"	6542	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Sep., 2021"	"2021/09"	6678	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Oct., 2021"	"2021/10"	6705	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Nov., 2021"	"2021/11"	7244	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	"Dec., 2021"	"2021/12"	8294	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jan., 2022"	"2022/01"	8350	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Feb., 2022"	"2022/02"	6719	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Mar., 2022"	"2022/03"	6143	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Apr., 2022"	"2022/04"	5485	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"May, 2022"	"2022/05"	5658	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jun., 2022"	"2022/06"	5446	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Jul., 2022"	"2022/07"	5923	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Aug., 2022"	"2022/08"	5520	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Sep., 2022"	"2022/09"	5334	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Oct., 2022"	"2022/10"	5501	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Nov., 2022"	"2022/11"	6055	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022"	"2022"	"Dec., 2022"	"2022/12"	6753	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	6365	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	5599	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	6037	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	5865	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	5590	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	5246	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	5762	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	5417	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	5090	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	5525	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	5474	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	6143	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2850	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2754	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2786	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2620	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"May, 2020"	"2020/05"	2695	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2824	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Jul., 2020"	"2020/07"	3019	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Aug., 2020"	"2020/08"	3226	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Sep., 2020"	"2020/09"	3130	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Oct., 2020"	"2020/10"	3390	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3659	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	"Dec., 2020"	"2020/12"	4062	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jan., 2021"	"2021/01"	4128	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Feb., 2021"	"2021/02"	3157	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Mar., 2021"	"2021/03"	2964	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Apr., 2021"	"2021/04"	2709	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"May, 2021"	"2021/05"	2908	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jun., 2021"	"2021/06"	2801	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Jul., 2021"	"2021/07"	3226	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Aug., 2021"	"2021/08"	3859	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3501	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Oct., 2021"	"2021/10"	3319	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Nov., 2021"	"2021/11"	3125	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2021"	"2021"	"Dec., 2021"	"2021/12"	3458	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jan., 2022"	"2022/01"	3925	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Feb., 2022"	"2022/02"	3488	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Mar., 2022"	"2022/03"	3102	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Apr., 2022"	"2022/04"	2732	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"May, 2022"	"2022/05"	2839	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jun., 2022"	"2022/06"	2797	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Jul., 2022"	"2022/07"	2849	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Aug., 2022"	"2022/08"	2850	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Sep., 2022"	"2022/09"	2835	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Oct., 2022"	"2022/10"	2998	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Nov., 2022"	"2022/11"	2995	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2022"	"2022"	"Dec., 2022"	"2022/12"	3358	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	3255	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	2774	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	2976	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	2774	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	2796	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	2673	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	2800	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	2776	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	2830	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	2936	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	2772	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	3145	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jan., 2020"	"2020/01"	25175	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Feb., 2020"	"2020/02"	23290	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Mar., 2020"	"2020/03"	24523	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Apr., 2020"	"2020/04"	25044	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"May, 2020"	"2020/05"	24371	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jun., 2020"	"2020/06"	23367	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Jul., 2020"	"2020/07"	26678	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Aug., 2020"	"2020/08"	26811	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Sep., 2020"	"2020/09"	23843	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Oct., 2020"	"2020/10"	23887	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Nov., 2020"	"2020/11"	25847	Not Applicable	Not Applicable
	"California"	"06"	"2020"	"2020"	"Dec., 2020"	"2020/12"	40352	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jan., 2021"	"2021/01"	47325	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Feb., 2021"	"2021/02"	29461	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Mar., 2021"	"2021/03"	26118	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Apr., 2021"	"2021/04"	22669	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"May, 2021"	"2021/05"	22819	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jun., 2021"	"2021/06"	22089	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Jul., 2021"	"2021/07"	23094	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Aug., 2021"	"2021/08"	26389	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Sep., 2021"	"2021/09"	26635	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Oct., 2021"	"2021/10"	26555	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Nov., 2021"	"2021/11"	25175	Not Applicable	Not Applicable
	"California"	"06"	"2021"	"2021"	"Dec., 2021"	"2021/12"	28115	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jan., 2022"	"2022/01"	34187	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Feb., 2022"	"2022/02"	27905	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Mar., 2022"	"2022/03"	24858	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Apr., 2022"	"2022/04"	22632	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"May, 2022"	"2022/05"	23506	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jun., 2022"	"2022/06"	23202	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Jul., 2022"	"2022/07"	24584	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Aug., 2022"	"2022/08"	24395	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Sep., 2022"	"2022/09"	23680	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Oct., 2022"	"2022/10"	23333	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Nov., 2022"	"2022/11"	25296	Not Applicable	Not Applicable
	"California"	"06"	"2022"	"2022"	"Dec., 2022"	"2022/12"	29314	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	27477	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	24095	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	25933	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	23804	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	23252	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	22326	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	22813	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	22912	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	22293	Not Applicable	Not Applicable
	"California"	"06"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	23381	Not Applicable	Not Applicable
